year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
2021,Feb,Fri,0,Akwa Ibom,Essien Udim district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2018,Feb,Mon,0,Adamawa,Nyanga,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2021,Oct,Mon,1,Adamawa,Kopre,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Jul,Thu,0,Kano,Kano,Bombing/Explosion,Transportation,Nigeria,Explosives
2012,Oct,Sat,0,Rivers,Port Harcourt,Armed Assault,Police,Nigeria,Firearms
2014,Oct,Tue,0,Nasarawa,Bakun Allu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jun,Fri,0,Kaduna,Doka,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Jul,Sun,1,Borno,Khaddamari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2014,Feb,Thu,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Sep,Fri,0,Borno,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Apr,Mon,0,Taraba,Jalango,Bombing/Explosion,Police,Nigeria,Explosives
2012,Apr,Wed,0,Kano,Kano,Bombing/Explosion,Military,Nigeria,Explosives
2021,Apr,Mon,1,Rivers,Abua,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2020,Dec,Mon,1,Yobe,Gumsa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2020,Sep,Fri,0,Kogi,Agbenema-Ife,Armed Assault,Private Citizens & Property,Nigeria,Melee
2018,Apr,Wed,0,Nasarawa,Ihukan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Jan,Mon,1,Kogi,Lokoja,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
2016,Nov,Wed,0,Borno,Maiduguri,Bombing/Explosion,Transportation,Nigeria,Explosives
2020,Oct,Sat,0,Yobe,Unknown,Unknown,Military,Nigeria,Unknown
2016,Nov,Mon,0,Rivers,Omoku,Armed Assault,Business,Nigeria,Firearms
2020,Aug,Wed,0,Borno,Magumeri,Armed Assault,Military,Nigeria,Firearms
2018,Sep,Fri,0,Adamawa,Kabawa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Mon,1,Abia,Ubakala,Bombing/Explosion,Police,Nigeria,Explosives
2014,Nov,Fri,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2019,Oct,Thu,0,Kaduna,Gerti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Sat,0,Imo,Izombe,Armed Assault,Police,Nigeria,Firearms
2021,Jun,Sun,0,Borno,Kumshe,Armed Assault,Military,Nigeria,Explosives
2017,Oct,Thu,0,Borno,Bulabulin,Armed Assault,Military,Nigeria,Firearms
2011,Dec,Sun,0,Plateau,Jos,Bombing/Explosion,Unknown,Nigeria,Explosives
2018,May,Sun,0,Benue,Yoga,Hostage Taking (Barricade Incident),Private Citizens & Property,Nigeria,Firearms
2015,Nov,Sun,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
2020,Oct,Sun,0,Borno,Moranti,Armed Assault,Private Citizens & Property,Nigeria,Melee
2015,Oct,Fri,0,Benue,Agatu district,Unknown,Private Citizens & Property,Nigeria,Unknown
2008,Sep,Mon,0,Rivers,Port Harcourt,Bombing/Explosion,Business,Nigeria,Explosives
2015,Oct,Wed,0,Yobe,Ngamdu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Apr,Thu,0,Kano,Kano,Bombing/Explosion,Unknown,Nigeria,Explosives
2013,Jun,Tue,0,Adamawa,Mildu,Armed Assault,Government (General),Nigeria,Firearms
2014,Jun,Tue,0,Benue,Logo district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Jul,Fri,0,Kaduna,Fadan Karshi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Sep,Wed,0,Borno,Sandia,Bombing/Explosion,Unknown,Nigeria,Explosives
2017,Aug,Mon,0,Ondo,Ilado,Facility/Infrastructure Attack,Government (General),Nigeria,Unknown
2016,Jul,Mon,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
2015,Jun,Sat,0,Borno,Jakana,Bombing/Explosion,Unknown,Nigeria,Explosives
2016,Sep,Mon,0,Kaduna,Antang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Feb,Tue,0,Borno,Baga,Bombing/Explosion,Military,International,Explosives
2016,Jan,Wed,1,Delta,Warri South district,Armed Assault,Business,Nigeria,Firearms
2012,Sep,Sat,0,Borno,Biu,Armed Assault,Government (General),Nigeria,Firearms
2020,Nov,Sun,0,Ondo,Igbatayo,Facility/Infrastructure Attack,Business,Nigeria,Incendiary
2014,Sep,Tue,0,Zamfara,Kyankyashe,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2016,May,Fri,0,Benue,Ankyov,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Apr,Mon,0,Yobe,Damaturu,Bombing/Explosion,Police,Nigeria,Explosives
2018,Oct,Sat,0,Enugu,Enugu,Assassination,Government (General),Nigeria,Firearms
2009,Aug,Fri,0,Bayelsa,Nembe,Bombing/Explosion,Utilities,Italy,Explosives
2019,Feb,Thu,0,Anambra,Ajalli,Unarmed Assault,Police,Nigeria,Incendiary
2018,Dec,Sat,1,Ondo,Ilu Abo,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Jun,Sun,0,Borno,Garkida,Bombing/Explosion,Transportation,Nigeria,Explosives
2012,Jun,Mon,0,Yobe,Damaturu,Bombing/Explosion,Police,Nigeria,Explosives
2012,Nov,Mon,0,Kano,Kano,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2020,Jan,Wed,0,Enugu,Nsukka,Bombing/Explosion,Unknown,Nigeria,Explosives
2018,Mar,Thu,1,Taraba,Muji,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Apr,Sun,0,Kogi,Ozugbe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Aug,Wed,1,Borno,Garunda,Armed Assault,Military,Nigeria,Firearms
2018,Jan,Mon,1,Benue,Ayilamo,Armed Assault,Government (General),Nigeria,Firearms
2017,Dec,Sun,0,Kaduna,Anguwan Mailafiya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Apr,Thu,0,Nasarawa,Ankoma,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Apr,Thu,0,Nasarawa,Tse Tor,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Mar,Thu,0,Oyo,Ibarapa East district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Aug,Mon,0,Borno,Gamboru,Armed Assault,Government (General),Nigeria,Firearms
2016,Jan,Fri,1,Adamawa,Kodomun,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Jun,Mon,0,Lagos,Ikorodu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jun,Sun,0,Benue,Tse-Girgi,Armed Assault,Government (General),Nigeria,Firearms
2016,Apr,Fri,0,Rivers,Bera,Bombing/Explosion,Utilities,Nigeria,Explosives
2014,Jan,Sun,0,Kano,Kano,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2015,May,Sun,0,Yobe,Fika,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2019,Nov,Mon,0,Borno,Monguno,Bombing/Explosion,Military,Nigeria,Explosives
2014,Jul,Thu,0,Borno,Kwajaffa,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2020,May,Wed,1,Kaduna,Ungwan Sako,Armed Assault,Private Citizens & Property,Nigeria,Firearms
1997,Dec,Tue,0,Lagos,Lagos,Bombing/Explosion,Military,Nigeria,Explosives
2016,Jun,Sat,0,Borno,Wumbi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2003,Feb,Sun,0,Lagos,Lagos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2012,Jun,Mon,0,Yobe,Damaturu,Bombing/Explosion,Police,Nigeria,Explosives
2012,Jul,Tue,0,Plateau,Jos,Bombing/Explosion,Government (General),Nigeria,Explosives
2012,May,Wed,0,Borno,Maiduguri,Facility/Infrastructure Attack,Telecommunication,Nigeria,Incendiary
2013,May,Thu,0,Katsina,Daura,Bombing/Explosion,Business,Nigeria,Explosives
2015,Jul,Wed,1,Yobe,Bujimirum,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Aug,Mon,0,Niger,Bosso district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Sun,0,Ebonyi,Ugbuodo,Armed Assault,Police,Nigeria,Firearms
2014,Jun,Sun,0,Borno,Daku,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Apr,Sat,0,Yobe,Damaturu,Bombing/Explosion,Police,Nigeria,Explosives
2017,Jul,Tue,1,Borno,Jibi,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2019,Sep,Thu,0,Borno,Kamuya,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,Dec,Sat,0,Kaduna,Kafanchan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Sep,Tue,0,Delta,Warri South-West district,Bombing/Explosion,Utilities,Nigeria,Explosives
2020,Jan,Sat,1,Cross River,Afafanyi,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2012,Sep,Tue,0,Yobe,Buni Yadi,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
2012,Dec,Fri,0,Adamawa,Maiha,Armed Assault,Police,Nigeria,Explosives
2018,May,Tue,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2014,Jul,Thu,0,Plateau,Jos,Armed Assault,Police,Nigeria,Firearms
2014,Dec,Mon,1,Borno,Madari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2014,Aug,Fri,0,Borno,Liman Kara,Armed Assault,Police,Nigeria,Firearms
2013,Apr,Sat,0,Borno,Monguno,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Mar,Sun,0,Benue,Nyakoo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Nov,Sat,0,Zamfara,Zurmi district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Sep,Wed,0,Edo,Uluoke,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jun,Fri,0,Abuja,Abuja,Bombing/Explosion,Business,Nigeria,Explosives
2011,Dec,Fri,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Oct,Sat,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2004,Sep,Fri,1,Borno,Kala-Balge,Armed Assault,Police,Nigeria,Firearms
2009,May,Wed,1,Delta,Chanomi Creek,Armed Assault,Maritime,Unknown,Firearms
2014,Apr,Thu,0,Taraba,Wukari,Armed Assault,Military,Nigeria,Firearms
1997,Apr,Tue,0,Lagos,Lagoa,Armed Assault,Government (General),Nigeria,Firearms
2014,May,Tue,0,Adamawa,Madagali,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2021,Aug,Thu,0,Akwa Ibom,Odoro Ikpe,Armed Assault,Police,Nigeria,Firearms
2015,Mar,Sun,0,Bauchi,Alkaleri,Armed Assault,Police,Nigeria,Firearms
2017,Nov,Mon,0,Adamawa,Kodomti,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2011,Aug,Fri,0,Abuja,Abuja,Bombing/Explosion,Government (Diplomatic),International,Explosives
2016,Aug,Tue,0,Kaduna,Golkofa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Sep,Sat,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Feb,Thu,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2010,Dec,Fri,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2014,Jul,Wed,0,Borno,Ngala,Bombing/Explosion,Transportation,Nigeria,Explosives
2014,Aug,Tue,0,Borno,Gamboru,Bombing/Explosion,Transportation,Nigeria,Explosives
2011,Oct,Wed,0,Delta,Sapele,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2013,Feb,Tue,0,Borno,Maiduguri,Armed Assault,Military,Nigeria,Firearms
2012,Apr,Sun,0,Borno,Maiduguri,Armed Assault,Military,Nigeria,Firearms
2020,Jun,Fri,1,Ondo,Isua-Akoko,Hostage Taking (Kidnapping),Transportation,Nigeria,Firearms
2019,Feb,Sat,0,Borno,Maiduguri,Armed Assault,Religious Figures/Institutions,Nigeria,Explosives
2012,Mar,Thu,0,Borno,Maiduguri,Assassination,Private Citizens & Property,Nigeria,Firearms
2020,Jan,Thu,0,Ondo,Idoani,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2020,Jan,Fri,0,Borno,Askira,Armed Assault,Military,Nigeria,Firearms
2018,Sep,Fri,0,Taraba,Anguwan Bishop Yotti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Feb,Fri,0,Unknown,Unknown,Armed Assault,Military,Nigeria,Firearms
2013,Jul,Fri,0,Borno,Bama,Armed Assault,Police,Nigeria,Firearms
2014,Aug,Thu,0,Borno,Kwatara,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Jul,Wed,0,Borno,Baga,Assassination,Government (General),Nigeria,Firearms
2013,Apr,Thu,0,Yobe,Gashua,Armed Assault,Military,Nigeria,Explosives
2019,Mar,Sat,1,Kaduna,Nandu-Gbok,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Jun,Sat,0,Oyo,Ibadan,Assassination,Journalists & Media,Nigeria,Firearms
2012,Feb,Sun,0,Adamawa,Shuwa,Bombing/Explosion,Police,Nigeria,Explosives
2019,Mar,Thu,0,Borno,Kangarwa,Unknown,Military,International,Unknown
2013,Aug,Thu,0,Borno,Damboa,Armed Assault,Military,Nigeria,Firearms
2015,Feb,Tue,0,Borno,Yamarkumi,Bombing/Explosion,Military,Nigeria,Explosives
2015,Mar,Sun,0,Borno,Konduga district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Dec,Tue,0,Benue,Agboughul,Armed Assault,Business,Nigeria,Firearms
2018,Sep,Sun,0,Rivers,Port Harcourt,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
1994,Aug,Sat,0,Lagos,Lagos,Bombing/Explosion,Government (General),Nigeria,Explosives
2020,Jun,Mon,0,Kaduna,Magamiya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Mar,Mon,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
2016,Aug,Fri,0,Taraba,Orawua,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Nov,Sat,0,Adamawa,Lala,Armed Assault,Police,Nigeria,Explosives
2015,Nov,Sun,0,Ebonyi,Ohaukwu district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,May,Sun,1,Benue,Tseke,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2013,Nov,Tue,0,Borno,Bulabulin Ngaura,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Nov,Tue,0,Borno,Maiduguri,Assassination,Educational Institution,Nigeria,Firearms
2016,May,Tue,0,Taraba,Isini,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Apr,Fri,0,Gombe,Nafada,Armed Assault,Military,Nigeria,Explosives
2018,Jan,Mon,0,Nasarawa,Awe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Mar,Thu,0,Borno,Ngurosoya,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Oct,Tue,0,Borno,Maiduguri district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Feb,Wed,1,Adamawa,Gaya,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
2020,May,Mon,0,Borno,Debiro,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2006,Feb,Mon,1,Delta,Warri district,Hostage Taking (Kidnapping),Business,Norway,Firearms
2016,May,Wed,0,Delta,Unknown,Bombing/Explosion,Utilities,Nigeria,Explosives
2020,Jun,Tue,1,Kaduna,Igabi district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Apr,Mon,1,Borno,Sabon Gari,Armed Assault,Military,Nigeria,Explosives
2014,Mar,Thu,0,Yobe,Buni Yadi,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2015,Mar,Sun,0,Bauchi,Kirfi district,Armed Assault,Police,Nigeria,Firearms
2020,Dec,Fri,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2017,Jan,Wed,0,Borno,Banki,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,Nov,Sat,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Aug,Sat,0,Borno,Karnuwa,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2015,Apr,Mon,0,Yobe,Potiskum,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2018,Sep,Sun,1,Plateau,Tina,Armed Assault,Educational Institution,Nigeria,Firearms
2017,Apr,Sat,0,Ogun,Iwopin,Unknown,Private Citizens & Property,Nigeria,Unknown
2019,Mar,Wed,0,Enugu,Olo,Armed Assault,Government (General),Nigeria,Firearms
2020,Sep,Tue,1,Borno,Auno,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2017,Aug,Wed,0,Borno,Uda Lawanti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Dec,Tue,1,Adamawa,Ganye,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
1992,Feb,Wed,0,Akwa Ibom,Utan Brama,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2019,Aug,Mon,0,Borno,Ngala district,Unknown,Private Citizens & Property,Nigeria,Unknown
2021,Jan,Wed,1,Benue,Okpokwu district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2015,Mar,Sat,0,Taraba,Ananum,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Oct,Thu,0,Yobe,Damatura,Armed Assault,Business,Nigeria,Explosives
2018,Sep,Wed,0,Borno,Amarwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Jul,Thu,1,Lagos,Ikorodu district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2020,Sep,Wed,0,Borno,Pulka,Unknown,Military,Nigeria,Unknown
2012,Feb,Thu,0,Borno,Maiduguri,Hostage Taking (Barricade Incident),Educational Institution,Nigeria,Incendiary
2018,Mar,Tue,0,Benue,Tseger,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,May,Thu,1,Borno,Gajiram,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2015,May,Sun,0,Benue,Ukula,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Mar,Sun,0,Zamfara,Sune,Armed Assault,Military,Nigeria,Firearms
2016,May,Fri,0,Benue,Aondo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2010,Feb,Sat,0,Bayelsa,Yenagoa,Bombing/Explosion,Business,Nigeria,Explosives
2006,Oct,Thu,0,Rivers,Port Harcourt,Armed Assault,Business,United States,Firearms
2011,Dec,Tue,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,May,Thu,0,Delta,Warri,Bombing/Explosion,Utilities,Nigeria,Explosives
2012,Mar,Tue,0,Bauchi,Yelwa,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2014,Mar,Sun,0,Kaduna,Kirim,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Aug,Fri,0,Borno,Badu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Jan,Sat,0,Delta,Warri South district,Bombing/Explosion,Utilities,Nigeria,Explosives
2018,Jun,Wed,0,Plateau,Jon,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2019,Sep,Thu,1,Yobe,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2006,Jun,Wed,1,Bayelsa,Gbaran-Ubie,Hostage Taking (Kidnapping),Business,Netherlands,Firearms
2019,Jul,Wed,0,Yobe,Damaturu district,Unknown,Military,Nigeria,Unknown
2012,May,Sun,0,Bayelsa,Ekermor,Bombing/Explosion,Business,Nigeria,Explosives
2020,Nov,Thu,0,Benue,Tse Angbande,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Tue,0,Imo,Owerri,Bombing/Explosion,Police,Nigeria,Explosives
2019,Jan,Sun,0,Borno,Konduga district,Bombing/Explosion,Unknown,Nigeria,Explosives
2011,Mar,Mon,0,Borno,Maiduguri,Armed Assault,Government (General),Nigeria,Firearms
2017,Sep,Sun,0,Borno,Maiduguri,Unknown,Military,Nigeria,Unknown
2015,Jan,Sun,0,Bauchi,Nabordo,Armed Assault,Military,Nigeria,Firearms
2015,Feb,Thu,0,Borno,Chibok district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Oct,Thu,0,Kaduna,Kaninkon,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Aug,Sat,0,Borno,Mairari,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2014,Nov,Mon,0,Borno,Kamtahi,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Firearms
2020,Jan,Fri,0,Kaduna,Hashimawa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jan,Tue,0,Borno,Maiduguri,Bombing/Explosion,Telecommunication,Nigeria,Explosives
2017,Feb,Mon,1,Lagos,Ijedodo,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
2014,Jun,Thu,0,Adamawa,Humabza,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2007,Jan,Mon,0,Lagos,Lekki,Assassination,Government (Diplomatic),Nigeria,Firearms
2018,Jan,Wed,0,Kaduna,Kaguru,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Sep,Fri,0,Borno,Modu Ajiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Mar,Sun,0,Yobe,Babban Gida,Armed Assault,Government (General),Nigeria,Firearms
2017,Nov,Fri,0,Anambra,Onitsha North district,Bombing/Explosion,Unknown,Nigeria,Explosives
2020,Mar,Fri,0,Benue,Tyohembe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Apr,Fri,0,Borno,Pulka,Bombing/Explosion,Military,Nigeria,Explosives
2017,Jun,Tue,0,Delta,Okpanam,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2016,May,Sat,0,Borno,Konduga district,Armed Assault,Military,Nigeria,Explosives
2015,Jan,Sat,1,Adamawa,Shahu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Incendiary
1996,Nov,Thu,0,Lagos,Lagos,Bombing/Explosion,Unknown,Nigeria,Explosives
2019,Apr,Sat,0,Adamawa,Bolki,Unknown,Private Citizens & Property,Nigeria,Unknown
2015,Jul,Fri,0,Yobe,Damaturu,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2012,Jan,Fri,0,Kano,Kano,Bombing/Explosion,Police,Nigeria,Explosives
2016,Sep,Mon,0,Rivers,Unknown,Armed Assault,Police,Nigeria,Firearms
2012,Jun,Sat,0,Yobe,Damaturu,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2019,Feb,Sat,1,Anambra,Ndiokolo,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
2008,Mar,Wed,0,Akwa Ibom,Eket,Armed Assault,Business,Nigeria,Firearms
2012,Dec,Wed,0,Kano,Kano,Armed Assault,Government (General),Nigeria,Firearms
2019,Jun,Mon,0,Taraba,Rafinkada,Unknown,Private Citizens & Property,Nigeria,Unknown
2014,Oct,Thu,0,Borno,Warabe,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Nov,Sun,0,Borno,Dimge,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2017,Oct,Tue,0,Benue,Mkovur,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Apr,Wed,0,Kaduna,Goron Dutse,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Feb,Thu,0,Ekiti,Ikole district,Assassination,Government (General),Nigeria,Melee
2021,Feb,Sat,0,Oyo,Ajaawa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2019,Nov,Wed,0,Borno,Mallam Fatori,Bombing/Explosion,Military,Nigeria,Explosives
2006,Aug,Sat,0,Bayelsa,Brass,Facility/Infrastructure Attack,Business,Italy,Firearms
2015,May,Thu,0,Yobe,Potiskum,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2014,Feb,Tue,0,Nasarawa,Tudun Adabu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
